ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,HIGH_CONCENTRATION,CONCENTRATION_IS_NEGATIVE_ONE
5107,Food-Spice,Turmeric,Lead,0.22,ppm,Square Food & Beverage Ltd.,BANGLADESH,2019-12-27,False,False
5108,Food-Spice,Chilli Powder,Lead,-1.0,ppm,National Foods LTD,PAKISTAN,2019-12-30,False,True
5109,Food-Spice,Turmeric,Lead,0.43,ppm,Enterprises,PAKISTAN,2019-12-30,False,False
5110,Jewelry,Amulet,Lead,53.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2019-12-30,True,False
5111,Food-Spice,Cumin,Lead,0.32,ppm,Badia Spices Inc,UNITED STATES,2019-12-31,False,False
5112,Food-Spice,Cayenne Pepper,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-12-31,False,True
5113,Food-Spice,Crushed Red Pepper,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-12-31,False,True
5114,Toys/Children's Products,Toy Block Set,Lead,0.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2019-12-31,False,False
5115,Food-Spice,Aralashmasi,Lead,0.28,ppm,UNKNOWN OR NOT STATED,UZBEKISTAN,2020-01-03,False,False
5116,Food-Spice,Mix spices,Lead,0.66,ppm,UNKNOWN OR NOT STATED,UZBEKISTAN,2020-01-03,False,False
5117,Food-Spice,Mix spices,Lead,0.48,ppm,ooo omon layki osiko ziravorlari,UZBEKISTAN,2020-01-03,False,False
5118,Toys/Children's Products,ETCH-A-SKETCH,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,False,True
5119,Toys/Children's Products,Maracas (Pink),Lead,470.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,True,False
5120,Toys/Children's Products,Maracas (Pink),Lead,-1.0,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,False,True
5121,Toys/Children's Products,Maracas (Pink),Lead,100.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,True,False
5122,Toys/Children's Products,Maracas (Green),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,False,True
5123,Toys/Children's Products,Maracas (Green),Lead,4.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,False,False
5124,Toys/Children's Products,Maracas (Green),Lead,0.1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,False,False
5125,Toys/Children's Products,"Maracas (Orange, Yellow, Pink)",Lead,45000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,True,False
5126,Toys/Children's Products,"Maracas (Orange, Yellow, Pink)",Lead,12000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,True,False
5127,Toys/Children's Products,"Maracas (Orange, Yellow, Pink)",Lead,0.5,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,False,False
5128,Toys/Children's Products,Maracas (Burgundy),Lead,3.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,False,False
5129,Toys/Children's Products,Maracas (Burgundy),Lead,18.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,True,False
5130,Toys/Children's Products,Maracas (Burgundy),Lead,-1.0,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-03,False,True
5131,Food-Spice,Piquin Pepper,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2020-01-07,False,True
5132,Food-Spice,Dry coriander,Lead,97.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2020-01-07,True,False
5133,Food-Spice,Ajika,Lead,5200.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2020-01-07,True,False
5134,Food Other,Dried Okra,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,SUDAN,2020-01-07,False,True
5135,Food Other,Dried Spinach,Lead,0.52,ppm,UNKNOWN OR NOT STATED,SUDAN,2020-01-07,False,False
5136,Food Other,Fennel Tea,Lead,-1.0,ppm,Hipp,AUSTRIA,2020-01-08,False,True
5137,Tableware/Pottery,Clay Pot,Lead,4.1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-13,False,False
5138,Tableware/Pottery,Clay pot,Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-13,True,False
5139,Food-Spice,Chili Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2020-01-13,False,True
5140,Food-Spice,Crushed sunflower seeds,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2020-01-13,False,True
5141,Food-Spice,Crushed black bean,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2020-01-13,False,True
5142,Dietary Supplement/Medications/Remedy,Ketotifeno (Fever Medicine from Mexico),Lead,-1.0,MG/L,"Laboratorios Russek, S. de R.L. de C.V",MEXICO,2020-01-13,False,True
5143,Food-Spice,Dried red hot chili pepper,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-14,False,True
5144,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2020-01-16,False,True
5145,Food-Spice,Cumin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2020-01-16,False,True
5146,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2020-01-17,False,True
5147,Food-Spice,Cumin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2020-01-17,False,True
5148,Religious powder,Sindoor,Lead,8.1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2020-01-17,True,False
5149,Cosmetics,Kajol,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2020-01-17,False,True
5150,Food-Spice,Turmeric,Lead,1400.0,ppm,UNKNOWN OR NOT STATED,INDIA,2020-01-18,True,False
5151,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2020-01-22,False,True
5152,Food-Spice,Chili powder,Lead,0.27,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2020-01-22,False,False
5153,Food-Spice,Coriander,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2020-01-22,False,True
5154,Food-Spice,Chile powder,Lead,1.7,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2020-01-23,False,False
5155,Food-Spice,Coriander Powder,Lead,0.81,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2020-01-23,False,False
5156,Food-Spice,Cumin powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2020-01-23,False,True
5157,Food-Spice,Turmeric,Lead,160.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2020-01-23,True,False
5158,Dietary Supplement/Medications/Remedy,KGS Safflower & Cassia Combo (Gastric Health Tablets) (Wei Tong Ding) Herbal Supplement,Arsenic,32000.0,ppm,"GUANGZHOU BAIYUNSHAN GUANGHUA Pharmaceutical Co.,",CHINA,2020-01-24,True,False
5159,Dietary Supplement/Medications/Remedy,KGS Safflower & Cassia Combo (Gastric Health Tablets) (Wei Tong Ding) Herbal Supplement,Arsenic,30000.0,ppm,"GUANGZHOU BAIYUNSHAN GUANGHUA Pharmaceutical Co.,",CHINA,2020-01-24,True,False
5160,Dietary Supplement/Medications/Remedy,KGS Safflower & Cassia Combo (Gastric Health Tablets) (Wei Tong Ding) Herbal Supplement,Cadmium,-1.0,ppm,"GUANGZHOU BAIYUNSHAN GUANGHUA Pharmaceutical Co.,",CHINA,2020-01-24,False,True
5161,Dietary Supplement/Medications/Remedy,KGS Safflower & Cassia Combo (Gastric Health Tablets) (Wei Tong Ding) Herbal Supplement,Lead,3.2,ppm,"GUANGZHOU BAIYUNSHAN GUANGHUA Pharmaceutical Co.,",CHINA,2020-01-24,False,False
5162,Dietary Supplement/Medications/Remedy,KGS Safflower & Cassia Combo (Gastric Health Tablets) (Wei Tong Ding) Herbal Supplement,Lead,3.4,ppm,"GUANGZHOU BAIYUNSHAN GUANGHUA Pharmaceutical Co.,",CHINA,2020-01-24,False,False
5163,Dietary Supplement/Medications/Remedy,KGS Safflower & Cassia Combo (Gastric Health Tablets) (Wei Tong Ding) Herbal Supplement,Mercury,0.39,ppm,"GUANGZHOU BAIYUNSHAN GUANGHUA Pharmaceutical Co.,",CHINA,2020-01-24,False,False
5164,Dietary Supplement/Medications/Remedy,KGS Safflower & Cassia Combo (Gastric Health Tablets) (Wei Tong Ding) Herbal Supplement,Mercury,-1.0,ppm,"GUANGZHOU BAIYUNSHAN GUANGHUA Pharmaceutical Co.,",CHINA,2020-01-24,False,True
5165,Dietary Supplement/Medications/Remedy,Stork Brand Fu Ke Zhong Si Wan,Arsenic,1.7,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,False
5166,Dietary Supplement/Medications/Remedy,Stork Brand Fu Ke Zhong Si Wan,Cadmium,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,True
5167,Dietary Supplement/Medications/Remedy,Stork Brand Fu Ke Zhong Si Wan,Lead,0.38,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,False
5168,Dietary Supplement/Medications/Remedy,Stork Brand Fu Ke Zhong Si Wan,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,True
5169,Dietary Supplement/Medications/Remedy,Sine Anticancerlin,Arsenic,46.0,ppm,"Shanghai Sine Jiahua Pharmaceutical Co.,Ltd",UNKNOWN OR NOT STATED,2020-01-24,True,False
5170,Dietary Supplement/Medications/Remedy,Sine Anticancerlin,Arsenic,39.0,ppm,"Shanghai Sine Jiahua Pharmaceutical Co.,Ltd",UNKNOWN OR NOT STATED,2020-01-24,True,False
5171,Dietary Supplement/Medications/Remedy,Sine Anticancerlin,Cadmium,-1.0,ppm,"Shanghai Sine Jiahua Pharmaceutical Co.,Ltd",UNKNOWN OR NOT STATED,2020-01-24,False,True
5172,Dietary Supplement/Medications/Remedy,Sine Anticancerlin,Lead,1.4,ppm,"Shanghai Sine Jiahua Pharmaceutical Co.,Ltd",UNKNOWN OR NOT STATED,2020-01-24,False,False
5173,Dietary Supplement/Medications/Remedy,Sine Anticancerlin,Lead,2.1,ppm,"Shanghai Sine Jiahua Pharmaceutical Co.,Ltd",UNKNOWN OR NOT STATED,2020-01-24,False,False
5174,Dietary Supplement/Medications/Remedy,Sine Anticancerlin,Mercury,-1.0,ppm,"Shanghai Sine Jiahua Pharmaceutical Co.,Ltd",UNKNOWN OR NOT STATED,2020-01-24,False,True
5175,Dietary Supplement/Medications/Remedy,Gu E Tom Pearl Powder,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,True
5176,Dietary Supplement/Medications/Remedy,Gu E Tom Pearl Powder,Cadmium,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,True
5177,Dietary Supplement/Medications/Remedy,Gu E Tom Pearl Powder,Lead,2.9,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,False
5178,Dietary Supplement/Medications/Remedy,Gu E Tom Pearl Powder,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,True
5179,Dietary Supplement/Medications/Remedy,Chen Yun Wan Infertility Formula Herbal Supplement,Arsenic,-1.0,ppm,"Guangzhoushi GuangXingTang Pharmaceutical Co., Ltd",CHINA,2020-01-24,False,True
5180,Dietary Supplement/Medications/Remedy,Chen Yun Wan Infertility Formula Herbal Supplement,Cadmium,-1.0,ppm,"Guangzhoushi GuangXingTang Pharmaceutical Co., Ltd",CHINA,2020-01-24,False,True
5181,Dietary Supplement/Medications/Remedy,Chen Yun Wan Infertility Formula Herbal Supplement,Lead,-1.0,ppm,"Guangzhoushi GuangXingTang Pharmaceutical Co., Ltd",CHINA,2020-01-24,False,True
5182,Dietary Supplement/Medications/Remedy,Chen Yun Wan Infertility Formula Herbal Supplement,Mercury,-1.0,ppm,"Guangzhoushi GuangXingTang Pharmaceutical Co., Ltd",CHINA,2020-01-24,False,True
5183,Cosmetics,Promina Ginseng Pearl Cream,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,THAILAND,2020-01-24,False,True
5184,Cosmetics,Queen Pientzehuang Pearl Cream,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,True
5185,Cosmetics,S&H- Collagen Whitening & Exfoliating Cream,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,HONG KONG,2020-01-24,False,True
5186,Dietary Supplement/Medications/Remedy,Yang Cheng Brand China Tong Jing Wan (High Potency) Herbal Supplement,Arsenic,0.76,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-24,False,False
5187,Dietary Supplement/Medications/Remedy,Yang Cheng Brand China Tong Jing Wan (High Potency) Herbal Supplement,Cadmium,0.33,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-24,False,False
5188,Dietary Supplement/Medications/Remedy,Yang Cheng Brand China Tong Jing Wan (High Potency) Herbal Supplement,Lead,2.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-24,False,False
5189,Dietary Supplement/Medications/Remedy,Yang Cheng Brand China Tong Jing Wan (High Potency) Herbal Supplement,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-24,False,True
5190,Dietary Supplement/Medications/Remedy,KGS/Shanghai Traditional Herb Menopause Ease Herbal Supplement,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,True
5191,Dietary Supplement/Medications/Remedy,KGS/Shanghai Traditional Herb Menopause Ease Herbal Supplement,Cadmium,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,True
5192,Dietary Supplement/Medications/Remedy,KGS/Shanghai Traditional Herb Menopause Ease Herbal Supplement,Lead,0.66,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,False
5193,Dietary Supplement/Medications/Remedy,KGS/Shanghai Traditional Herb Menopause Ease Herbal Supplement,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-24,False,True
5194,Cosmetics,Maxam,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-24,False,True
5195,Dietary Supplement/Medications/Remedy,Cheng Yun Wan Infertility Formula Herbal Supplement,Arsenic,-1.0,ppm,"Guangzhoushi GuangXingTang Pharmaceutical Co., Ltd",CHINA,2020-01-24,False,True
5196,Dietary Supplement/Medications/Remedy,Cheng Yun Wan Infertility Formula Herbal Supplement,Cadmium,-1.0,ppm,"Guangzhoushi GuangXingTang Pharmaceutical Co., Ltd",CHINA,2020-01-24,False,True
5197,Dietary Supplement/Medications/Remedy,Cheng Yun Wan Infertility Formula Herbal Supplement,Lead,0.89,ppm,"Guangzhoushi GuangXingTang Pharmaceutical Co., Ltd",CHINA,2020-01-24,False,False
5198,Dietary Supplement/Medications/Remedy,Cheng Yun Wan Infertility Formula Herbal Supplement,Mercury,-1.0,ppm,"Guangzhoushi GuangXingTang Pharmaceutical Co., Ltd",CHINA,2020-01-24,False,True
5199,Tableware/Pottery,Half-Green Painted Clay Pot,Lead,0.1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-27,False,False
5200,Tableware/Pottery,Fully Green Painted Pot,Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-27,True,False
5201,Tableware/Pottery,Large Clay Bowl,Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-27,True,False
5202,Tableware/Pottery,Large Clay Pot,Lead,3.7,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-27,False,False
5203,Tableware/Pottery,Purple Painted Clay Pot,Lead,2.7,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-27,False,False
5204,Tableware/Pottery,Green Orange Painted Clay Pot,Lead,0.2,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-27,False,False
5205,Food-Spice,Bouillon cubes,Lead,-1.0,ppm,Unilever,NIGERIA,2020-01-27,False,True
5206,Religious powder,Koli,Lead,730000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-28,True,False
5207,Religious powder,Kajal,Lead,160.0,ppm,Roni,SAUDI ARABIA,2020-01-28,True,False
5208,Food-Spice,Fenugreek,Lead,0.89,ppm,UNKNOWN OR NOT STATED,GEORGIA,2020-01-28,False,False
5209,Food-Spice,ZRA,Lead,-1.0,ppm,Tamani 1 Corp,GEORGIA,2020-01-28,False,True
5210,Food Other,Dried Natural Herbs,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-28,False,True
5211,Dietary Supplement/Medications/Remedy,Refined Nasal Ease Capsules,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-29,False,True
5212,Dietary Supplement/Medications/Remedy,Refined Nasal Ease Capsules,Cadmium,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-29,False,True
5213,Dietary Supplement/Medications/Remedy,Refined Nasal Ease Capsules,Lead,2.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-29,False,False
5214,Dietary Supplement/Medications/Remedy,Refined Nasal Ease Capsules,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-29,False,True
5215,Dietary Supplement/Medications/Remedy,KPIC Specific Passwan Urinary System Support Dietary Supplement,Arsenic,-1.0,ppm,"Guangzhoushi Guangxingtang Pharmaceutical Co., LTD",CHINA,2020-01-29,False,True
5216,Dietary Supplement/Medications/Remedy,KPIC Specific Passwan Urinary System Support Dietary Supplement,Cadmium,-1.0,ppm,"Guangzhoushi Guangxingtang Pharmaceutical Co., LTD",CHINA,2020-01-29,False,True
5217,Dietary Supplement/Medications/Remedy,KPIC Specific Passwan Urinary System Support Dietary Supplement,Lead,1.6,ppm,"Guangzhoushi Guangxingtang Pharmaceutical Co., LTD",CHINA,2020-01-29,False,False
5218,Dietary Supplement/Medications/Remedy,KPIC Specific Passwan Urinary System Support Dietary Supplement,Mercury,-1.0,ppm,"Guangzhoushi Guangxingtang Pharmaceutical Co., LTD",CHINA,2020-01-29,False,True
5219,Cosmetics,"NUFUTONG ""Tibetan Medicine Skin-Beatuty Series""",Mercury,3200.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-29,True,False
5220,Cosmetics,"NUFUTONG ""Tibetan Medicine Skin-Beatuty Series""",Mercury,4400.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-29,True,False
5221,Dietary Supplement/Medications/Remedy,Yin Kong/KGS Breath Natural (Pe Min Kan Wan) Dietary Supplement,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,True
5222,Dietary Supplement/Medications/Remedy,Yin Kong/KGS Breath Natural (Pe Min Kan Wan) Dietary Supplement,Cadmium,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,True
5223,Dietary Supplement/Medications/Remedy,Yin Kong/KGS Breath Natural (Pe Min Kan Wan) Dietary Supplement,Lead,1.2,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,False
5224,Dietary Supplement/Medications/Remedy,Yin Kong/KGS Breath Natural (Pe Min Kan Wan) Dietary Supplement,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,True
5225,Dietary Supplement/Medications/Remedy,Bi Yan Pian Support Rhinal Dietary Supplement,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,True
5226,Dietary Supplement/Medications/Remedy,Bi Yan Pian Support Rhinal Dietary Supplement,Cadmium,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,True
5227,Dietary Supplement/Medications/Remedy,Bi Yan Pian Support Rhinal Dietary Supplement,Lead,0.58,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,False
5228,Dietary Supplement/Medications/Remedy,Bi Yan Pian Support Rhinal Dietary Supplement,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,True
5229,Dietary Supplement/Medications/Remedy,Gan Mao Qing Capsules Herbal Supplement,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,True
5230,Dietary Supplement/Medications/Remedy,Gan Mao Qing Capsules Herbal Supplement,Cadmium,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,True
5231,Dietary Supplement/Medications/Remedy,Gan Mao Qing Capsules Herbal Supplement,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,True
5232,Dietary Supplement/Medications/Remedy,Gan Mao Qing Capsules Herbal Supplement,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2020-01-29,False,True
5233,Dietary Supplement/Medications/Remedy,Tieh Ta Wan Sprains Support Dietary Supplement,Arsenic,-1.0,ppm,Tianjin Boai Pharmaceutical Co. Ltd.,CHINA,2020-01-29,False,True
5234,Dietary Supplement/Medications/Remedy,Tieh Ta Wan Sprains Support Dietary Supplement,Cadmium,-1.0,ppm,Tianjin Boai Pharmaceutical Co. Ltd.,CHINA,2020-01-29,False,True
5235,Dietary Supplement/Medications/Remedy,Tieh Ta Wan Sprains Support Dietary Supplement,Lead,-1.0,ppm,Tianjin Boai Pharmaceutical Co. Ltd.,CHINA,2020-01-29,False,True
5236,Dietary Supplement/Medications/Remedy,Tieh Ta Wan Sprains Support Dietary Supplement,Mercury,0.18,ppm,Tianjin Boai Pharmaceutical Co. Ltd.,CHINA,2020-01-29,False,False
5237,Dietary Supplement/Medications/Remedy,Jinkui Shenqi Wan Herbal Supplement,Arsenic,-1.0,ppm,"Beijing Tong Ren Tang Technologies Co.,Ltd",CHINA,2020-01-29,False,True
5238,Dietary Supplement/Medications/Remedy,Jinkui Shenqi Wan Herbal Supplement,Cadmium,-1.0,ppm,"Beijing Tong Ren Tang Technologies Co.,Ltd",CHINA,2020-01-29,False,True
5239,Dietary Supplement/Medications/Remedy,Jinkui Shenqi Wan Herbal Supplement,Lead,-1.0,ppm,"Beijing Tong Ren Tang Technologies Co.,Ltd",CHINA,2020-01-29,False,True
5240,Dietary Supplement/Medications/Remedy,Jinkui Shenqi Wan Herbal Supplement,Mercury,-1.0,ppm,"Beijing Tong Ren Tang Technologies Co.,Ltd",CHINA,2020-01-29,False,True
5241,Cosmetics,Q10 Vital Age COQ10 Kose Cosmeport,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,JAPAN,2020-01-29,False,True
5242,Dietary Supplement/Medications/Remedy,Sanjin Herbal Diuretic Tablets (Sanjin Tablets).,Arsenic,-1.0,ppm,Unknown (foreign language),CHINA,2020-01-29,False,True
5243,Dietary Supplement/Medications/Remedy,Sanjin Herbal Diuretic Tablets (Sanjin Tablets).,Cadmium,-1.0,ppm,Unknown (foreign language),CHINA,2020-01-29,False,True
5244,Dietary Supplement/Medications/Remedy,Sanjin Herbal Diuretic Tablets (Sanjin Tablets).,Lead,-1.0,ppm,Unknown (foreign language),CHINA,2020-01-29,False,True
5245,Dietary Supplement/Medications/Remedy,Sanjin Herbal Diuretic Tablets (Sanjin Tablets).,Mercury,-1.0,ppm,Unknown (foreign language),CHINA,2020-01-29,False,True
5246,Dietary Supplement/Medications/Remedy,Gastrointestinal Support (Jiawei Huoxiang Zhengqi Wan) Dietary Supplement.,Arsenic,-1.0,ppm,"Taiji Group Sichuan Mianyang Pharmaceutical Co., L",CHINA,2020-01-29,False,True
5247,Dietary Supplement/Medications/Remedy,Gastrointestinal Support (Jiawei Huoxiang Zhengqi Wan) Dietary Supplement.,Cadmium,-1.0,ppm,"Taiji Group Sichuan Mianyang Pharmaceutical Co., L",CHINA,2020-01-29,False,True
5248,Dietary Supplement/Medications/Remedy,Gastrointestinal Support (Jiawei Huoxiang Zhengqi Wan) Dietary Supplement.,Lead,-1.0,ppm,"Taiji Group Sichuan Mianyang Pharmaceutical Co., L",CHINA,2020-01-29,False,True
5249,Dietary Supplement/Medications/Remedy,Gastrointestinal Support (Jiawei Huoxiang Zhengqi Wan) Dietary Supplement.,Mercury,-1.0,ppm,"Taiji Group Sichuan Mianyang Pharmaceutical Co., L",CHINA,2020-01-29,False,True
5250,Dietary Supplement/Medications/Remedy,Solstice Medicine Company. Lung Tan Xie Gan Pill Herbal Supplement,Arsenic,-1.0,ppm,"Anhui Yanshoutang Pharmacetical Co., Ltd",CHINA,2020-01-29,False,True
5251,Dietary Supplement/Medications/Remedy,Solstice Medicine Company. Lung Tan Xie Gan Pill Herbal Supplement,Cadmium,-1.0,ppm,"Anhui Yanshoutang Pharmacetical Co., Ltd",CHINA,2020-01-29,False,True
5252,Dietary Supplement/Medications/Remedy,Solstice Medicine Company. Lung Tan Xie Gan Pill Herbal Supplement,Lead,-1.0,ppm,"Anhui Yanshoutang Pharmacetical Co., Ltd",CHINA,2020-01-29,False,True
5253,Dietary Supplement/Medications/Remedy,Solstice Medicine Company. Lung Tan Xie Gan Pill Herbal Supplement,Mercury,-1.0,ppm,"Anhui Yanshoutang Pharmacetical Co., Ltd",CHINA,2020-01-29,False,True
5254,Dietary Supplement/Medications/Remedy,Qing Re San Jie Pian,Arsenic,1.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-29,False,False
5255,Dietary Supplement/Medications/Remedy,Qing Re San Jie Pian,Cadmium,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-29,False,True
5256,Dietary Supplement/Medications/Remedy,Qing Re San Jie Pian,Lead,0.88,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-29,False,False
5257,Dietary Supplement/Medications/Remedy,Qing Re San Jie Pian,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2020-01-29,False,True
5258,Dietary Supplement/Medications/Remedy,Meditalent Kang Yuan Softgel,Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,2020-01-29,False,True
5259,Dietary Supplement/Medications/Remedy,Meditalent Kang Yuan Softgel,Cadmium,-1.0,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,2020-01-29,False,True
5260,Dietary Supplement/Medications/Remedy,Meditalent Kang Yuan Softgel,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,2020-01-29,False,True
5261,Dietary Supplement/Medications/Remedy,Meditalent Kang Yuan Softgel,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,2020-01-29,False,True
